filename, language, JSON, JSON with Comments, Ini, Lua, XML, Papyrus, HLSL, comment, blank, total
_bin\soltest\data\forms\planets\gen_gas.json, JSON, 17, 0, 0, 0, 0, 0, 0, 0, 0, 17
_bin\soltest\data\forms\planets\jupiter.json, JSON, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
_bin\soltest\data\forms\planets\moon.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\planets\neptune.json, JSON, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
_bin\soltest\data\forms\planets\saturn.json, JSON, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
_bin\soltest\data\forms\planets\uranus.json, JSON, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
_bin\soltest\data\forms\planets\venus.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\presets\furthest_ring.json, JSON, 37, 0, 0, 0, 0, 0, 0, 0, 0, 37
_bin\soltest\data\forms\presets\jade_house.json, JSON, 237, 0, 0, 0, 0, 0, 0, 28, 12, 277
_bin\soltest\data\forms\presets\john_house.json, JSON, 254, 0, 0, 0, 0, 0, 0, 20, 12, 286
_bin\soltest\data\forms\presets\old\jade_house - копия.json, JSON, 123, 0, 0, 0, 0, 0, 0, 1, 7, 131
_bin\soltest\data\forms\presets\old\john_house_b.json, JSON, 258, 0, 0, 0, 0, 0, 0, 20, 12, 290
_bin\soltest\data\forms\presets\old\john_house_b_original.json, JSON, 225, 0, 0, 0, 0, 0, 0, 21, 10, 256
_bin\soltest\data\forms\presets\old\test.json, JSON, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4
_bin\soltest\data\forms\presets\sol.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\presets\starsystem.classlist1.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\presets\test_planet.json, JSON, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
_bin\soltest\data\forms\presets\universe_human.json, JSON, 50, 0, 0, 0, 0, 0, 0, 0, 0, 50
_bin\soltest\data\forms\props\active\futur\button.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
_bin\soltest\data\forms\props\active\vendor_ability.json, JSON, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
_bin\soltest\data\forms\props\active\vendor_character.json, JSON, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
_bin\soltest\data\forms\props\active\vendor_item.json, JSON, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
_bin\soltest\data\forms\props\architecture\building_a0.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\props\architecture\test_fence.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\architecture\test_rails.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\architecture\test_station.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\architecture\tile_beam.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\architecture\tile_column.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\architecture\tile_floor.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\architecture\tile_node.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\architecture\tile_wall.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\clutter\clut_lab_book.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_book_hex.json, JSON, 14, 0, 0, 0, 0, 0, 0, 1, 1, 16
_bin\soltest\data\forms\props\clutter\clut_lab_book_keys.json, JSON, 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
_bin\soltest\data\forms\props\clutter\clut_lab_book_red.json, JSON, 15, 0, 0, 0, 0, 0, 0, 0, 0, 15
_bin\soltest\data\forms\props\clutter\clut_lab_bowl_a.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_bowl_b.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_bowl_c.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_bowl_d.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_glass_a.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_glass_b.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_glass_c.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_icecream.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_lamp_a.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\clutter\clut_lab_lamp_a_blue.json, JSON, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
_bin\soltest\data\forms\props\clutter\clut_lab_lamp_a_green.json, JSON, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
_bin\soltest\data\forms\props\clutter\clut_lab_lamp_a_red.json, JSON, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
_bin\soltest\data\forms\props\clutter\clut_lab_lamp_b.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
_bin\soltest\data\forms\props\clutter\clut_lab_mug_a.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_mug_a_red.json, JSON, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
_bin\soltest\data\forms\props\clutter\clut_lab_mug_b.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_plate_a.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\clut_lab_vase.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\industrial\barrel1.json, JSON, 13, 0, 0, 0, 0, 0, 0, 1, 1, 15
_bin\soltest\data\forms\props\clutter\industrial\container1.json, JSON, 13, 0, 0, 0, 0, 0, 0, 1, 1, 15
_bin\soltest\data\forms\props\clutter\industrial\container1_blue.json, JSON, 17, 0, 0, 0, 0, 0, 0, 1, 1, 19
_bin\soltest\data\forms\props\clutter\industrial\container1_red.json, JSON, 17, 0, 0, 0, 0, 0, 0, 1, 1, 19
_bin\soltest\data\forms\props\clutter\industrial\container1_white.json, JSON, 17, 0, 0, 0, 0, 0, 0, 1, 1, 19
_bin\soltest\data\forms\props\clutter\industrial\pallet.json, JSON, 13, 0, 0, 0, 0, 0, 0, 1, 1, 15
_bin\soltest\data\forms\props\clutter\lab\book.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\book_hex.json, JSON, 17, 0, 0, 0, 0, 0, 0, 1, 0, 18
_bin\soltest\data\forms\props\clutter\lab\book_keys.json, JSON, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
_bin\soltest\data\forms\props\clutter\lab\book_red.json, JSON, 18, 0, 0, 0, 0, 0, 0, 0, 0, 18
_bin\soltest\data\forms\props\clutter\lab\bowl_a.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\bowl_b.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\bowl_c.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\bowl_d.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\glass_a.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\glass_b.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\glass_c.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\icecream.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\clutter\lab\lamp_a.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
_bin\soltest\data\forms\props\clutter\lab\lamp_a_blue.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
_bin\soltest\data\forms\props\clutter\lab\lamp_a_dir.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
_bin\soltest\data\forms\props\clutter\lab\lamp_a_green.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
_bin\soltest\data\forms\props\clutter\lab\lamp_a_red.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
_bin\soltest\data\forms\props\clutter\lab\lamp_b.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
_bin\soltest\data\forms\props\clutter\lab\mug_a.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\mug_a_red.json, JSON, 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
_bin\soltest\data\forms\props\clutter\lab\mug_b.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\plate_a.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\lab\vase_a.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\clutter\old\prop01.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
_bin\soltest\data\forms\props\clutter\old\prop02.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
_bin\soltest\data\forms\props\clutter\old\prop03.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
_bin\soltest\data\forms\props\clutter\old\prop04.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
_bin\soltest\data\forms\props\clutter\old\vase.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
_bin\soltest\data\forms\props\furniture\common\door.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
_bin\soltest\data\forms\props\furniture\common\entrance_door.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
_bin\soltest\data\forms\props\furniture\common\painting_base.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10
_bin\soltest\data\forms\props\furniture\common\painting_darkness.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_dawn.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_dome.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_field.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_flare.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_flight.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_hall.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_hills.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_horison.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_horizon2.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_lake.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_mountainside.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_mountainside2.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_night.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_night2.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\common\painting_orb.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
_bin\soltest\data\forms\props\furniture\common\painting_outer.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\furniture\futur\bed.json, JSON, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
_bin\soltest\data\forms\props\furniture\futur\bench.json, JSON, 31, 0, 0, 0, 0, 0, 0, 0, 1, 32
_bin\soltest\data\forms\props\furniture\futur\cabinet.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\props\furniture\futur\chair_a.json, JSON, 30, 0, 0, 0, 0, 0, 0, 0, 1, 31
_bin\soltest\data\forms\props\furniture\futur\chair_b.json, JSON, 22, 0, 0, 0, 0, 0, 0, 0, 0, 22
_bin\soltest\data\forms\props\furniture\futur\console.json, JSON, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
_bin\soltest\data\forms\props\furniture\futur\desk.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\furniture\futur\monitor_a.json, JSON, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
_bin\soltest\data\forms\props\furniture\futur\shelf.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\furniture\futur\table.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10
_bin\soltest\data\forms\props\furniture\futur\wall_lamp.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
_bin\soltest\data\forms\props\furniture\modern\bed.json, JSON, 31, 0, 0, 0, 0, 0, 0, 1, 1, 33
_bin\soltest\data\forms\props\furniture\modern\chair.json, JSON, 29, 0, 0, 0, 0, 0, 0, 0, 1, 30
_bin\soltest\data\forms\props\furniture\modern\diskholder.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\furniture\modern\drawer.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\furniture\modern\kitchen_drawer.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
_bin\soltest\data\forms\props\furniture\modern\kitchen_sink.json, JSON, 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
_bin\soltest\data\forms\props\furniture\modern\kitchen_stove.json, JSON, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
_bin\soltest\data\forms\props\furniture\modern\monitor.json, JSON, 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
_bin\soltest\data\forms\props\furniture\sdm\chair01.json, JSON, 16, 0, 0, 0, 0, 0, 0, 2, 0, 18
_bin\soltest\data\forms\props\furniture\sdm\cupboard01.json, JSON, 17, 0, 0, 0, 0, 0, 0, 2, 0, 19
_bin\soltest\data\forms\props\furniture\sdm\cupboard02.json, JSON, 17, 0, 0, 0, 0, 0, 0, 2, 0, 19
_bin\soltest\data\forms\props\furniture\sdm\cupboard03.json, JSON, 16, 0, 0, 0, 0, 0, 0, 2, 0, 18
_bin\soltest\data\forms\props\furniture\sdm\cupboard_small01.json, JSON, 16, 0, 0, 0, 0, 0, 0, 2, 0, 18
_bin\soltest\data\forms\props\furniture\sdm\lamp01.json, JSON, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
_bin\soltest\data\forms\props\furniture\sdm\table01.json, JSON, 10, 0, 0, 0, 0, 0, 0, 2, 0, 12
_bin\soltest\data\forms\props\furniture\space\chair.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 1, 25
_bin\soltest\data\forms\props\gensokyo\human\bridge.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\gensokyo\human\fence.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\gensokyo\human\road.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\gensokyo\nature\sakura.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\gensokyo\nature\tree_green.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\gensokyo\redfence.json, JSON, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
_bin\soltest\data\forms\props\gensokyo\sdm\bridge.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\gensokyo\sdm\building.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\gensokyo\sdm\rail.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\gensokyo\sdm\wall.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\gensokyo\shrine\gate.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\props\gensokyo\shrine\lantern.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\props\gensokyo\shrine\shrine.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\nature\test_tree.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\camera.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\props\other\debug_cubemap.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\debug_sizebox.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\flashlight.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\props\other\light.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\other\mircroplanet.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
_bin\soltest\data\forms\props\other\ngon.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\other\phys_box.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\other\phys_cylinder.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\other\phys_sphere.json, JSON, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
_bin\soltest\data\forms\props\other\prim_box.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\prim_cone.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\prim_cylinder.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\prim_sphere.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\shadertest.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
_bin\soltest\data\forms\props\other\test_city.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\test_dynamic_fence.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\other\test_dynamic_road.json, JSON, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
_bin\soltest\data\forms\props\other\test_dynamic_track.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\other\test_facgen.json, JSON, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
_bin\soltest\data\forms\props\other\test_lotgen.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\test_roads.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\props\other\test_sst.json, JSON, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
_bin\soltest\data\forms\props\other\test_sstc.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
_bin\soltest\data\forms\props\other\test_train.json, JSON, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
_bin\soltest\data\forms\quests\testquest.json, JSON, 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
_bin\soltest\data\forms\recipes\clothes\boots.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\clothes\cape.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\clothes\clt_armw.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\clothes\clt_headphones.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\clothes\clt_pants.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\clothes\clt_top.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\clothes\ktu_armw.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\clothes\ktu_legw.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\clothes\ktu_neck.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\clothes\ktu_torso.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\clothes\ktu_visor.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\clothes\scarf.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\clothes\uniform_0.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\clothes\uniform_2.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\clothes\uniform_3.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\dyes\dye_black.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\dyes\dye_blue.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\dyes\dye_brown.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\dyes\dye_cyan.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_darkgray.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_gray.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_green.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\dyes\dye_lightblue.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_lightgray.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_lime.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_magenta.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_orange.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_pink.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_purple.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\dyes\dye_red.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\dyes\dye_white.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\dyes\dye_yellow.json, JSON, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
_bin\soltest\data\forms\recipes\furniture\eggchair.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\furniture\modern_bed.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\furniture\modern_chair.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\resources\cloth.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
_bin\soltest\data\forms\recipes\resources\concrete.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
_bin\soltest\data\forms\recipes\resources\emfiber.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
_bin\soltest\data\forms\recipes\resources\fur.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
_bin\soltest\data\forms\recipes\resources\nanofiber.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
_bin\soltest\data\forms\recipes\resources\steel.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\resources\water.json, JSON, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
_bin\soltest\data\forms\recipes\resources\water_cheat.json, JSON, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
_bin\soltest\data\forms\resources\air.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\ceramic.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\chalk.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\clay.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\cloth.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
_bin\soltest\data\forms\resources\coal.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
_bin\soltest\data\forms\resources\concrete.json, JSON, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
_bin\soltest\data\forms\resources\copper.json, JSON, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
